Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2025-06-06 19:09:12.000,22,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Solo/a,Verano,Sí,del Norte,13,Gijón,200–400 km,Exigentes,Zapatillas de trail running,Sí,Sí,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-03 15:34:41.000,veintisiete,Mujer,España,No,,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Deportivo, Religioso",En pareja,Invierno,No,Francés,siete,Sarria,100–200 km,Suaves,Botas de montaña,Sí,Sí,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-17 18:26:55.000,treinta y siete,Mujer,Argentina,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",Solo/a,Invierno,Sí,Portugués,3,Pontevedra,Menos de 100 km,Muy variables,Zapatillas de trail running,Sí,Sí,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,"Sí, leve","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-08 14:07:41.000,veintisiete,Mujer,Colombia,No,,Moderada (10–20 km regularmente),Baja,"Deportivo, Personal/reflexivo, Religioso",En grupo organizado (>6),Verano,No,Francés,seis,Sarria,100–200 km,Muy variables,Playeros ,Sí,Sí,Sí,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),6,"Sí, importante (me hizo abandonar)","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-08 18:24:38.000,cuarenta y cinco,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Baja,"Personal/reflexivo, Religioso",Solo/a,Otoño,No,Francés,cinco,Sarría,100–200 km,Exigentes,Sandalias de trekking,No,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-22 02:19:43.000,37,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",En pareja,Otoño,No,Inglés,9,Ferrol,100–200 km,Suaves,Playeros ,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,,A pie
2024-03-11 07:50:24.000,treinta y nueve,Mujer,Alemania,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",Solo/a,Primavera,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-15 13:18:01.000,33,Hombre,España,Sí,Escoliosis,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,Sí,Francés,5,Sarria,100–200 km,Muy variables,Sandalias de trekking,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-23 10:29:13.000,37,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Invierno,No,Francés,cuatro,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-05-18 21:12:54.000,25,Mujer,Portugal,No,,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Deportivo",En pareja,Verano,No,Portugués,4,Pontevedra,Menos de 100 km,Suaves,Playeros ,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-01 22:55:13.000,59,Mujer,España,Sí,Tendinitis rotuliana,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Religioso",Solo/a,Primavera,No,Francés,5,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-28 14:28:05.000,treinta y siete,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Religioso",Solo/a,Verano,No,Portugués,7,Tui,100–200 km,Muy variables,Sandalias de trekking,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-03-05 08:14:28.000,veintisiete,Mujer,EEUU,Sí,Asma leve,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Otoño,No,Portugués,seis,Tui,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-15 12:32:47.000,61,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En pareja,Invierno,No,Francés,6,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-05-09 10:15:31.000,42,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,Sí,Portugués,9,Porto,200–400 km,Muy variables,Playeros ,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2024-04-20 03:50:19.000,29,Hombre,España,No,,Ninguna,Media,"Deportivo, Religioso",En grupo pequeño (3–6 personas),Invierno,No,Portugués,5,Vigo,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-07 01:42:43.000,veintiocho,Hombre,España,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En grupo organizado (>6),Verano,No,Francés,29,Pamplona,200–400 km,Exigentes,Zapatillas deportivas normales,No,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-29 19:37:55.000,30,Mujer,España,Sí,Tendinitis rotuliana,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Verano,Sí,Portugués,5,Vigo,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-04-29 16:54:01.000,22,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Personal/reflexivo",Solo/a,Verano,No,Francés,4,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-30 19:39:48.000,cuarenta y cuatro,Mujer,Portugal,,,Moderada (10–20 km regularmente),Baja,Cultural/turístico,En grupo pequeño (3–6 personas),Otoño,No,Portugués,7,Valença,100–200 km,Suaves,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-03 00:56:34.000,34,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Baja,Personal/reflexivo,Solo/a,Verano,No,del Norte,nueve,Ribadeo,100–200 km,Muy variables,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2025-02-24 18:07:46.000,veintiséis,Hombre,España,,Fascitis plantar,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Personal/reflexivo",Solo/a,Verano,Sí,Francés,siete,Sarria,100–200 km,Suaves,Playeros ,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-07-01 22:35:39.000,cuarenta y cinco,Hombre,España,Sí,Asma leve,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Verano,No,del Norte,9,Ribadeo,100–200 km,Moderadas,Zapatillas de trail running,Sí,Sí,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-02-12 19:39:37.000,veintisiete,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,Deportivo,En grupo pequeño (3–6 personas),Verano,Sí,Portugués,siete,Tui,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-26 16:23:55.000,treinta y ocho,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Personal/reflexivo,Solo/a,Primavera,No,Portugués,cinco,O Porriño,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-01 01:43:11.000,treinta y ocho,Hombre,España,Sí,Ligamento de rodilla inestable,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Verano,No,del Norte,22,Gijón,200–400 km,Suaves,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-10-01 08:47:17.000,28,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo, Religioso",En pareja,Otoño,No,Portugués,veintiocho,Lisboa,200–400 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,En bici
2024-06-18 11:28:51.000,treinta y uno,Mujer,EEUU,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",En grupo organizado (>6),Verano,No,Inglés,5,Ferrol,100–200 km,Muy variables,Zapatillas de trail running,Sí,Sí,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-07 06:29:09.000,treinta y cinco,Mujer,España,No,,Ninguna,Media,Deportivo,Solo/a,Primavera,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-16 07:39:41.000,30,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Otoño,Sí,Francés,6,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-06 02:06:00.000,cuarenta y seis,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Primavera,No,Francés,nueve,Ponferrada,200–400 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-26 18:15:20.000,treinta y dos,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,Solo/a,Verano,No,Francés,4,Sarría,100–200 km,Exigentes,Zapatillas deportivas normales,No,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-03-20 18:45:21.000,cuarenta y cuatro,Mujer,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Solo/a,Invierno,Sí,Francés,veintidós,León,200–400 km,Suaves,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-21 11:51:49.000,cincuenta y cuatro,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Invierno,No,Francés,8,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-11 21:18:52.000,43,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,Religioso,En pareja,Verano,No,Francés,15,Astorga,200–400 km,Suaves,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-03-15 06:16:40.000,33,Mujer,España,,,Ninguna,Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-08-02 13:24:06.000,veinticuatro,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,48,Pamplona,200–400 km,Suaves,Sandalias de trekking,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-25 19:31:11.000,27,Mujer,España,,,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",En grupo organizado (>6),Invierno,No,Francés,4,Sarria,100–200 km,Moderadas,Playeros ,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-24 17:01:17.000,55,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Verano,Sí,Inglés,5,Ferrol,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-13 13:40:59.000,cuarenta,Mujer,Alemania,Sí,Asma leve,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Otoño,Sí,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,Sí,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2025-06-22 17:16:12.000,26,Hombre,México,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Inglés,ocho,Ferrol,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-02-16 03:10:31.000,27,Mujer,España,Sí,Tendinitis rotuliana,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",En pareja,Otoño,No,Francés,7,Sarría,100–200 km,Suaves,Playeros ,Sí,No,No,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2025-05-27 18:36:19.000,41,Mujer,Alemania,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",En pareja,Primavera,No,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,Sí,No,Albergues privados,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2024-01-27 17:19:09.000,treinta y tres,Hombre,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Otoño,Sí,Primitivo,15,Oviedo,200–400 km,Moderadas,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
